gender,age,grade_aggregate,dream_job,fav_sub1,fav_sub2,fav_sub3,interest,learning_style,selected_program
Male ,21,23,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts City Campus
Male ,27,15,Social Psychologist,Psychology,Social Studies,English Language,Social,Verbal,BSc. Psychology
Male ,29,6,Site Reliability Engineer,Mathematics,ICT,Mathematics,Technology,Analytical,BSc. Computer Engineering
Male ,20,18,Biomaterials Engineer,Physics,Chemistry,Biology,Science,Verbal,BSc. Materials Science & Engineering (Full-Feepaying)
Female,14,6,Blockchain Engineer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Male ,20,6,Compounding Pharmacist,Chemistry,Mathematics,Biology,Science,Logical,Doctor of Pharmacy
Female,31,11,Epidemiologist,Biology,Chemistry,Mathematics,Science,Analytical,Doctor of Veterinary Medicine
Female,31,13,Zoologist,Biology,Chemistry,Geography,Animals,Naturalistic,BSc. Biological Sciences
Female,29,7,Research and Development Scientist,Biology,Chemistry,Mathematics,Science,Analytical,Doctor of Pharmacy
Female,21,7,Pediatrician,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Medicine
Male ,17,15,Agricultural Inspector,Agricultural Science,Biology,Chemistry,Environment,Logical,BSc. Agricultural Engineering
Female,15,15,Network Security Engineer,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Mathematical Sciences
Female,20,7,Prosthodontist,Biology,Chemistry,Physics,Science,Social,Bachelor of Dental Surgery
Female,27,12,Sports Coach,Physical Education,Mathematics,Physical Education,Sports,Visual,BA. Sports and Physical Culture
Female,22,15,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts (General Arts Background)
Male ,28,10,Biomechanical Engineer,Mathematics,Physics,Biology,Science,Analytical,BSc. Biomedical Engineering
Female,31,6,Regulatory Affairs Specialist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,18,6,DevOps Engineer,Mathematics,ICT,ICT,Technology,Analytical,BSc. Computer Engineering
Female,15,6,Software Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Computer Engineering
Female,21,8,Nurse Practitioner,Biology,Chemistry,Mathematics,Science,Logical,BSc. Nursing
Male ,22,18,Sports Psychologist,Psychology,Biology,English Language,Sports,Reflective,BA. Sports and Physical Culture
Female,17,11,Adoption Counselor,English Language,Social Studies,Psychology,Psychology,Social,BSc. Family & Child Studies
Female,17,6,Oncologist,Biology,Chemistry,Physics,Science,Reflective,Bachelor of Medicine
Male ,27,7,Animal Nutritionist,Biology,Chemistry,Mathematics,Science,Verbal,Doctor of Veterinary Medicine
Male ,16,10,Database Manager,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering (Full-Feepaying)
Male ,30,22,Aquaculture Farmer,Agricultural Science,Biology,Chemistry,Environment,Verbal,BSc. Agricultural Engineering
Female,21,7,Anesthesiologist,Biology,Chemistry,Physics,Science,Logical,Bachelor of Surgery
Male ,28,14,Mobile Applications Developer,ICT,Mathematics,Creative Arts,Technology,Visual,BSc. Information Technology (Full-Feepaying)
Female,22,13,Wildlife Veterinarian,Biology,Chemistry,Physics,Science,Naturalistic,Doctor of Veterinary Medicine
Male ,22,7,Software Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Computer Engineering
Female,16,22,Occupational therapist,Biology,Psychology,Biology,Health,Social,BSc. Biological Sciences
Male ,31,23,Sports Analyst,Mathematics,Physics,Mathematics,Sports,Analytical,BA. Sports and Physical Culture
Male ,24,6,Product Manager,ICT,Business,Mathematics,Business,Analytical,BSc. Mathematical Sciences
Male ,22,21,Advertising Manager,English Language,Business,Business,Marketing,Verbal,BSc. Administration - City Campus
Female,31,23,Agricultural Business Manager,Mathematics,Economics,Business,Agriculture,Logical,BSc. Agricultural Engineering (Full-Feepaying)
Male ,24,6,Public Relations Specialist,English Language,Social Studies,Business,Public Relations,Verbal,Bachelor of Arts (General Arts Background)
Male ,28,7,Information Technology Manager,ICT,Mathematics,Business,Technology,Analytical,BSc. Computer Engineering
Male ,20,9,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts (General Arts Background)
Male ,19,16,Development Operations Manager,Mathematics,ICT,Mathematics,Technology,Analytical,BSc. Mathematical Sciences
Male ,18,14,Musician,Theater Arts,English Language,Mathematics,Music,Auditory,Bachelor of Fine Arts
Female,22,8,Business Intelligence Analyst,Business,Mathematics,ICT,Business,Analytical,BSc. Mathematical Sciences
Male ,31,24,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts Full-Fee Paying
Male ,17,15,Composite Materials Engineer,Physics,Chemistry,Mathematics,Engineering,Sequential,BSc. Materials Science & Engineering
Female,21,6,Food Technologist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,14,13,School Counselor,English Language,Psychology,Education,Psychology,Social,BSc. Family & Child Studies
Female,18,6,Agricultural Systems Engineer,Mathematics,Physics,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering
Male ,28,22,Data Analyst,Mathematics,Mathematics,Computer Science,Data Analysis,Logical,BSc. Administration - City Campus
Male ,28,18,Education Program Manager,Business,English Language,Economics,Education,Analytical,BSc. Education
Female,20,6,General Practitioner,Biology,Chemistry,Physics,Science,Logical,Bachelor of Medicine
Male ,18,10,Dancer,Creative Arts,Biology,Physics,Arts,Kinesthetic,Bachelor of Fine Arts
Female,23,16,Chief Executive Officer (CEO),Business,Mathematics,Economics,Business,Global,BSc. Administration - City Campus
Male ,27,21,Environmental health and safety specialist,Chemistry,Biology,Physics,Science,Global,BSc. Biological Sciences
Male ,20,14,User Experience Designer,ICT,Creative Arts,Psychology,Technology,Visual,BSc. Information Technology (Full-Feepaying)
Female,20,24,Soil and Water Conservationist,Agricultural Science,Biology,Chemistry,Environment,Logical,BSc. Agricultural Engineering (Full-Feepaying)
Male ,18,20,Art Teacher,General Knowledge in Art,English Language,Creative Arts,Arts,Spatial,BSc. Education
Female,25,23,Actor,English Language,Theater Arts,Creative Arts,Performing Arts,Kinesthetic,Bachelor of Arts Full-Fee Paying
Male ,15,6,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts (General Arts Background)
Male ,19,9,Product Development Scientist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,23,24,Psychologist,Biology,Chemistry,Psychology,Psychology,Logical,Bachelor of Arts City Campus
Female,30,18,Operations Manager,Business,Mathematics,Economics,Business,Logical,BSc. Administration - City Campus
Male ,31,10,Public Relations Specialist,English Language,Social Studies,Business,Public Relations,Verbal,Bachelor of Arts (General Arts Background)
Female,15,14,Food Safety Inspector,Biology,Chemistry,Science,Cooking,Logical,BSc. Food & Clothing
Female,15,13,Materials Engineer,Physics,Chemistry,Mathematics,Engineering,Visual,BSc. Materials Science & Engineering
Male ,23,8,Pharmaceutical Scientist,Biology,Chemistry,Physics,Science,Analytical,Doctor of Pharmacy
Female,16,6,Cloud Architect,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Female,24,10,Petroleum Geologist,Science,Physics,Chemistry,Science,Analytical,BSc. Earth Sciences
Male ,28,9,Agricultural Sales Representative,Business,Agricultural Science,Economics,Agriculture,Social,BSc. Agricultural Engineering
Female,18,9,Blood Bank Technologist,Biology,Chemistry,Science,Science,Sequential,BSc. Medical Laboratory Sciences
Female,30,18,Occupational Therapist,Biology,Psychology,Social Studies,Science,Social,BSc. Occupational Therapy
Female,29,8,Compounding Pharmacist,Chemistry,Mathematics,Biology,Science,Logical,Doctor of Pharmacy
Male ,20,9,Research scientist,Biology,Chemistry,Physics,Science,Logical,BSc. Biological Sciences
Female,23,24,Materials Scientist,Chemistry,Physics,Mathematics,Science,Logical,BSc. Physical Sciences
Female,14,16,Entrepreneur,Business,Economics,Mathematics,Business,Global,BSc. Administration - City Campus
Male ,20,7,Surgeon,Biology,Chemistry,Physics,Science,Visual,Bachelor of Surgery
Female,31,13,Research Scientist,Biology,Chemistry,Mathematics,Science,Analytical,BSc. Nutrition & Dietetics
Male ,16,6,Legal Analyst,English Language,Mathematics,Economics,Business,Analytical,Bachelor of Law
Male ,30,24,Art Teacher,Creative Arts,General Knowledge in Art,Education,Education,Visual,Bachelor of Arts City Campus
Female,30,11,Blood Bank Technologist,Biology,Chemistry,Science,Science,Sequential,BSc. Medical Laboratory Sciences
Male ,24,30,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts - Distance Education
Female,23,8,Sculptor,Creative Arts,English Language,General Knowledge in Art,Arts,Kinesthetic,Bachelor of Fine Arts
Male ,14,7,Nanotechnologist,Physics,Chemistry,Mathematics,Technology,Analytical,BSc. Physical Sciences
Male ,22,9,Dental Practice Manager,Business,Biology,Science,Business,Verbal,Bachelor of Dental Surgery
Male ,15,30,Stockbroker,Mathematics,Economics,Business,Finance,Logical,BSc. Administration - Distance Education
Female,30,8,DevOps Engineer,Mathematics,ICT,ICT,Technology,Analytical,BSc. Computer Engineering
Female,30,23,Business Development Manager,Business,Economics,Mathematics,Business,Verbal,BSc. Administration - City Campus
Male ,31,7,Culinary Nutritionist,Biology,Chemistry,Creative Arts,Cooking,Visual,BSc. Nutrition & Dietetics
Female,17,9,IT Project Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Male ,27,14,Data Scientist,ICT,Mathematics,Physics,Science,Analytical,BSc. Information Technology (Full-Feepaying)
Male ,18,11,Biomedical Research Scientist,Biology,Chemistry,Physics,Science,Analytical,BSc. Biomedical Engineering (Full-Feepaying)
Male ,16,12,Tax Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Legon Campus (Full-Fee Paying)
Male ,30,18,Research Scientist,Physics,Chemistry,Mathematics,Science,Analytical,BSc. Materials Science & Engineering (Full-Feepaying)
Male ,29,6,Tax Lawyer,English Language,Mathematics,Economics,Business,Logical,Bachelor of Law
Male ,28,9,Software Developer,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Male ,28,9,Financial Analyst,Mathematics,Business,Business,Business,Analytical,BSc. Mathematical Sciences
Male ,16,7,Drug Safety Associate,Biology,Chemistry,Mathematics,Science,Logical,Doctor of Pharmacy
Female,19,7,Corporate Lawyer,English Language,Mathematics,Economics,Business,Logical,Bachelor of Law
Female,30,6,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts (Business/Science/ Vocational Background)
Female,14,6,Data Analyst,Mathematics,Mathematics,ICT,Science,Analytical,BSc. Mathematical Sciences
Female,30,11,Textbook Editor,English Language,Social Studies,Mathematics,Literature,Linguistic,B.Ed. (JHS Specialism)
Male ,24,6,Systems Analyst,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Female,23,6,Public Relations Manager,English Language,Business,Social Studies,Communications,Verbal,BSc. Administration - Legon Campus
Female,28,12,Medical Imaging Technologist,Biology,Physics,Chemistry,Science,Logical,BSc. Diagnostic Radiography
Male ,25,18,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts Full-Fee Paying
Female,18,10,Research Psychologist,Mathematics,Mathematics,Biology,Science,Analytical,BSc. Psychology
Female,21,15,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts (General Arts Background)
Male ,26,7,Civil Rights Lawyer,English Language,Social Studies,French,Politics,Verbal,Bachelor of Law
Male ,21,24,Art Teacher,General Knowledge in Art,English Language,Creative Arts,Arts,Spatial,BSc. Education
Female,17,9,Business Development Manager,Business,Economics,Mathematics,Business,Verbal,BSc. Administration - Legon Campus
Male ,28,16,Clinical Psychologist,Biology,Chemistry,Mathematics,Science,Analytical,BSc. Psychology
Male ,30,20,Chief Operating Officer (COO),Business,Economics,Mathematics,Business,Logical,BSc. Administration - City Campus
Female,14,21,Cyber Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology - Distance Education
Female,26,11,Director,Creative Arts,English Language,History,Arts,Visual,Bachelor of Fine Arts
Male ,20,9,Data Scientist,Mathematics,Mathematics,ICT,Science,Analytical,BSc. Mathematical Sciences
Female,19,7,Writer,English Language,Creative Arts,History,Literature,Linguistic,Bachelor of Arts (Business/Science/ Vocational Background)
Female,25,9,Dental Equipment Salesperson,General Knowledge in Art,Physics,Mathematics,Technology,Visual,Bachelor of Dental Surgery
Male ,25,10,Research and Development Manager,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,15,13,Sports Physical Therapist,Biology,Physics,Physical Education,Sports,Kinesthetic,BSc. Physiotherapy
Female,14,9,Agricultural Engineer,Mathematics,Physics,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering
Male ,26,23,Art Teacher,Creative Arts,General Knowledge in Art,Education,Education,Visual,Bachelor of Arts City Campus
Male ,23,6,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,15,7,Psychologist,Biology,English Language,Mathematics,Science,Verbal,BSc. Psychology
Male ,26,18,Physical therapist,Biology,Physical Education,Biology,Fitness,Kinesthetic,BSc. Biological Sciences
Female,31,9,School Counselor,Psychology,Social Studies,English Language,Social,Social,BSc. Psychology
Male ,27,9,User Experience Designer,Creative Arts,ICT,English Language,Arts,Visual,BSc. Computer Engineering
Female,23,16,Physical therapist,Biology,Physical Education,Biology,Fitness,Kinesthetic,BSc. Biological Sciences
Male ,25,15,Lecturer,English Language,History,Geography,Education,Reflective,BSc. Education
Female,30,12,Software Developer,Mathematics,Physics,ICT,Technology,Logical,BSc. Mathematical Sciences
Male ,29,6,Surgeon,Biology,Chemistry,Physics,Science,Visual,Bachelor of Surgery
Female,20,16,Occupational Therapist,Biology,Psychology,Social Studies,Science,Social,BSc. Occupational Therapy
Male ,22,9,Animal Nutritionist,Biology,Chemistry,Mathematics,Science,Verbal,Doctor of Veterinary Medicine
Female,31,20,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts Full-Fee Paying
Female,23,17,Mathematician,Mathematics,Physics,ICT,Science,Analytical,BSc. Mathematical Sciences
Female,27,12,Epidemiologist,Biology,Mathematics,Chemistry,Science,Analytical,BSc. Biological Sciences
Male ,22,11,Psychologist,Biology,English Language,Mathematics,Science,Verbal,BSc. Psychology
Male ,28,6,Civil Rights Lawyer,English Language,Social Studies,French,Politics,Verbal,Bachelor of Law
Female,25,13,School Counselor,Psychology,Social Studies,English Language,Social,Social,BSc. Psychology
Male ,29,15,Meteorologist,Physics,Mathematics,Geography,Science,Logical,BSc. Earth Sciences
Male ,16,11,IT Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Male ,29,13,Financial Analyst,Mathematics,Business,Business,Business,Analytical,BSc. Mathematical Sciences
Male ,20,11,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts (General Arts Background)
Male ,18,16,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts (General Arts Background)
Male ,27,13,User Experience Designer,ICT,Creative Arts,Psychology,Technology,Visual,BSc. Information Technology (Full-Feepaying)
Male ,25,13,Data Scientist,ICT,Mathematics,Physics,Science,Analytical,BSc. Information Technology (Full-Feepaying)
Male ,31,8,Software Architect,ICT,ICT,Mathematics,Technology,Logical,BSc. Computer Engineering
Female,18,11,Actor,English Language,Theater Arts,Creative Arts,Performing Arts,Kinesthetic,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,26,6,Pathologist Assistant,Biology,Chemistry,Science,Science,Verbal,BSc. Medical Laboratory Sciences
Female,14,29,Supply Chain Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Distance Education
Male ,24,8,School Counselor,English Language,Psychology,Education,Psychology,Social,BSc. Family & Child Studies
Male ,16,6,Human Rights Advocate,English Language,Social Studies,French,Politics,Social,Bachelor of Law
Male ,27,9,Information Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Female,14,6,Dermatologist,Biology,Chemistry,Physics,Science,Tactile,Bachelor of Medicine
Male ,31,23,Agricultural Biotechnology Researcher,Biology,Chemistry,Physics,Agriculture,Verbal,BSc. Agricultural Engineering (Full-Feepaying)
Male ,17,7,Marketing Manager,Business,Mathematics,English Language,Marketing,Social,BSc. Administration - Legon Campus
Male ,14,12,Occupational Therapist,Biology,Chemistry,Psychology,Science,Kinesthetic,BSc. Occupational Therapy
Male ,21,7,Pharmaceutical Scientist,Biology,Chemistry,Physics,Science,Analytical,Doctor of Pharmacy
Female,27,16,Veterinarian,Biology,Chemistry,Mathematics,Animals,Kinesthetic,BSc. Biological Sciences
Female,17,10,Irrigation Engineer,Mathematics,Physics,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering
Female,26,23,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts Full-Fee Paying
Male ,16,19,Food Safety Specialist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering (Full-Feepaying)
Female,27,22,Brand Manager,Business,Business,English Language,Marketing,Social,BSc. Administration - City Campus
Male ,17,8,Marketing Manager,Business,Mathematics,English Language,Marketing,Social,BSc. Administration - Legon Campus
Female,19,6,Fashion Merchandiser,General Knowledge in Art,Business,English Language,Fashion,Visual,BSc. Food & Clothing
Male ,24,8,IT Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Female,16,7,Writer,English Language,Creative Arts,History,Literature,Linguistic,Bachelor of Arts (General Arts Background)
Male ,21,7,Orthopedic Surgeon,Biology,Chemistry,Physics,Science,Sequential,Bachelor of Surgery
Male ,30,11,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts (General Arts Background)
Male ,25,24,Sustainable Agriculture Specialist,Agricultural Science,Biology,Chemistry,Environment,Logical,BSc. Agricultural Engineering (Full-Feepaying)
Male ,16,13,Research and Development Manager,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Female,25,6,Plastic Surgeon,Biology,Chemistry,Physics,Science,Spatial,Bachelor of Surgery
Female,22,18,Software Developer,Mathematics,Physics,ICT,Technology,Logical,BSc. Mathematical Sciences
Male ,18,10,Artist,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Female,25,8,School Counselor,Psychology,Social Studies,English Language,Social,Social,BSc. Psychology
Male ,23,23,Psychologist,Biology,Chemistry,Psychology,Psychology,Logical,Bachelor of Arts City Campus
Female,20,9,Management Analyst,Business,Mathematics,Economics,Business,Logical,BSc. Administration - Legon Campus
Male ,24,16,Childcare Center Director,English Language,Psychology,Education,Psychology,Social,BSc. Family & Child Studies
Female,23,6,Obstetrician and Gynecologist,Biology,Chemistry,Physics,Science,Sequential,Bachelor of Medicine
Male ,21,7,Data Scientist,Science,Mathematics,Mathematics,,Logical,BSc. Computer Engineering
Female,14,8,Supply Chain Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Legon Campus
Female,29,8,Diagnostic Medical Sonographer,Biology,Physics,Chemistry,Science,Verbal,BSc. Diagnostic Radiography
Female,24,12,Art Critic,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Female,31,7,Judge,English Language,Social Studies,French,History,Logical,Bachelor of Law
Female,29,22,Financial Analyst,Mathematics,Economics,Business,Finance,Logical,BSc. Administration - City Campus
Female,24,13,Pediatric Physical Therapist,Biology,Social Studies,Chemistry,Science,Verbal,BSc. Physiotherapy
Female,31,11,Writer,English Language,Creative Arts,History,Literature,Linguistic,Bachelor of Arts (General Arts Background)
Male ,20,15,Sports Analyst,Mathematics,Physics,Mathematics,Sports,Analytical,BA. Sports and Physical Culture
Female,26,11,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts (General Arts Background)
Male ,31,7,Research and Development Scientist,Biology,Chemistry,Mathematics,Science,Analytical,Doctor of Pharmacy
Male ,24,10,Network Security Engineer,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Computer Engineering (Full-Feepaying)
Female,18,21,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts City Campus
Female,14,8,User Experience Designer,Creative Arts,ICT,English Language,Arts,Visual,BSc. Computer Engineering
Male ,21,11,Environmental Scientist,Science,Biology,Chemistry,Science,Naturalistic,BSc. Earth Sciences
Female,27,7,Cardiothoracic Surgeon,Biology,Chemistry,Physics,Science,Analytical,Bachelor of Surgery
Female,28,8,Curriculum Designer,Social Studies,Mathematics,Science,Education,Logical,B.Ed. (JHS Specialism)
Female,16,17,Occupational Therapist,Psychology,Social Studies,History,Humanities,Verbal,BSc. Occupational Therapy
Female,24,9,Big Data Engineer,Mathematics,ICT,ICT,Technology,Analytical,BSc. Mathematical Sciences
Female,20,19,Forensic Scientist,Biology,Chemistry,Physics,Science,Analytical,BSc. Physical Sciences
Female,25,7,Business Development Manager,Business,Economics,Mathematics,Business,Verbal,BSc. Administration - Legon Campus
Female,25,19,Consumer Psychologist,Business,Psychology,Mathematics,Business,Analytical,BSc. Psychology
Male ,18,7,Sales Manager,Mathematics,Business,English Language,Business,Logical,BSc. Administration - Legon Campus
Male ,26,22,Artist,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Female,20,20,Education Policy Analyst,English Language,Economics,Social Studies,Education,Global,BSc. Education
Female,30,19,Quality Control Analyst,Biology,Chemistry,Physics,Food Science,Analytical,BSc. Food Process Engineering (Full-Feepaying)
Male ,16,6,Psychiatrist,Biology,Psychology,English Language,Arts,Solitary,Bachelor of Medicine
Male ,22,18,Nutritionist,Biology,Home Business Studies,Chemistry,Cooking,Analytical,BSc. Biological Sciences
Male ,18,18,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts City Campus
Male ,21,17,Meteorologist,Physics,Mathematics,Geography,Science,Logical,BSc. Earth Sciences
Female,27,7,Application Analyst,ICT,ICT,Mathematics,Technology,Logical,BSc. Computer Engineering
Male ,31,17,Chief Executive Officer (CEO),Business,Mathematics,Economics,Business,Global,BSc. Administration - City Campus
Female,28,13,Entrepreneur,Business,Economics,Mathematics,Business,Global,BSc. Administration - Legon Campus (Full-Fee Paying)
Male ,15,12,Agricultural Production Manager,Agricultural Science,Biology,Chemistry,Environment,Logical,BSc. Agricultural Engineering
Female,27,10,Site Reliability Engineer,Mathematics,ICT,Mathematics,Technology,Analytical,BSc. Computer Engineering (Full-Feepaying)
Male ,23,17,Sports Journalist,English Language,Social Studies,Creative Arts,Sports,Verbal,BA. Sports and Physical Culture
Male ,26,14,Information Systems Security Manager,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology (Full-Feepaying)
Female,31,10,Information Systems Security Manager,ICT,Mathematics,Mathematics,Technology,Analytical,BSc. Computer Engineering (Full-Feepaying)
Female,16,9,Operations Manager,Business,Mathematics,Economics,Business,Logical,BSc. Administration - Legon Campus
Male ,30,14,Data Scientist,ICT,Mathematics,Physics,Science,Analytical,BSc. Information Technology (Full-Feepaying)
Male ,22,22,Education Program Manager,Business,English Language,Economics,Education,Analytical,BSc. Education
Female,29,20,IT Systems Security Manager,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology - Distance Education
Female,19,8,Pharmacologist,Biology,Chemistry,Mathematics,Science,Logical,Doctor of Pharmacy
Male ,14,12,Social and Community Service Mgr,English Language,Social Studies,Social Studies,Sociology,Logical,BSc. Family & Child Studies
Male ,26,17,Biomaterials Engineer,Physics,Chemistry,Biology,Science,Verbal,BSc. Materials Science & Engineering
Female,14,9,Software Test Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Computer Engineering
Female,23,7,Dental Anesthesiologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Dental Surgery
Male ,26,7,Trauma Surgeon,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Surgery
Female,19,7,Surgical Oncologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Surgery
Female,15,10,Blood Bank Technologist,Biology,Chemistry,Science,Science,Sequential,BSc. Medical Laboratory Sciences
Male ,23,14,Respiratory Therapist,Biology,Chemistry,Physics,Travel,Social,BSc. Respiratory Therapy
Male ,22,13,Public Relations Specialist,English Language,Social Studies,Business,Public Relations,Verbal,Bachelor of Arts (General Arts Background)
Male ,22,28,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts - Distance Education
Female,29,16,Research Psychologist,Mathematics,Mathematics,Biology,Science,Analytical,BSc. Psychology
Female,16,9,Quality Control Analyst,Biology,Chemistry,Physics,Food Science,Analytical,BSc. Food Process Engineering
Male ,15,15,Project Manager,Business,Mathematics,Physics,Business,Logical,BSc. Administration - City Campus
Female,15,21,Botanist,Biology,Agriculture Science,Chemistry,Plants,Spatial,BSc. Biological Sciences
Female,15,10,Data Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Mathematical Sciences
Female,29,6,Oncology Nurse,Biology,Chemistry,English Language,Science,Global,BSc. Nursing
Female,18,8,Medical Science Liaison,Biology,Chemistry,Mathematics,Science,Logical,Doctor of Pharmacy
Female,26,6,Clinical Nurse Specialist,Biology,Chemistry,Mathematics,Science,Kinesthetic,BSc. Nursing
Female,26,12,Cloud Architect,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Female,17,7,Surgical Oncologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Surgery
Male ,20,29,Stockbroker,Mathematics,Economics,Business,Finance,Logical,BSc. Administration - Distance Education
Female,29,6,Molecular Biology Technologist,Biology,Chemistry,Science,Science,Analytical,BSc. Medical Laboratory Sciences
Female,21,10,Accountant,Mathematics,Economics,Business,Accounting,Logical,BSc. Administration - Legon Campus (Full-Fee Paying)
Male ,20,21,Ecologist,Biology,Geography,Chemistry,Environment,Reflective,BSc. Biological Sciences
Male ,18,21,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts Full-Fee Paying
Male ,26,22,Chemist,Chemistry,Mathematics,Physics,Science,Analytical,BSc. Physical Sciences
Male ,17,19,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts City Campus
Female,26,6,Small Business Owner,Business,Business,Economics,Business,Global,BSc. Administration - Legon Campus
Male ,18,7,Dancer,Creative Arts,Biology,Physics,Arts,Kinesthetic,Bachelor of Fine Arts
Male ,28,15,Clinical Psychologist,Biology,Chemistry,Mathematics,Science,Analytical,BSc. Psychology
Female,27,13,Business Development Manager,Business,Economics,Mathematics,Business,Verbal,BSc. Administration - Legon Campus (Full-Fee Paying)
Female,24,8,Chief Financial Officer (CFO),Business,Economics,Business,Business,Logical,BSc. Administration - Legon Campus
Female,21,7,Data Scientist,Mathematics,Mathematics,ICT,Science,Analytical,BSc. Mathematical Sciences
Male ,29,8,Occupational Therapist,English Language,Mathematics,Biology,Music,Auditory,BSc. Occupational Therapy
Female,18,9,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts (General Arts Background)
Female,19,20,Entrepreneur,Business,Economics,Mathematics,Business,Global,BSc. Administration - City Campus
Female,20,14,Volcanologist,Science,Physics,Mathematics,Science,Visual,BSc. Earth Sciences
Male ,22,6,Histotechnologist,Biology,Chemistry,Science,Science,Sequential,BSc. Medical Laboratory Sciences
Male ,14,10,Pathologist Assistant,Biology,Chemistry,Science,Science,Verbal,BSc. Medical Laboratory Sciences
Male ,22,17,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts Full-Fee Paying
Female,23,7,Science Educator,Education,Science,Mathematics,Education,Social,BSc. Physical Sciences
Male ,16,8,Special Education Teacher,English Language,Mathematics,Biology,Education,Naturalistic,BSc. Education
Female,19,12,IT Systems Security Manager,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Mathematical Sciences
